Date,Ticker,Open,High,Low,Close,Volume
2020-10-27,9501.T,287.0,288.0,283.0,284.0,7181900
2020-10-27,9502.T,1028.8814419787316,1030.5674418836536,1018.3439425729682,1021.7159423828125,1396900
2020-10-27,9503.T,844.737456064945,844.737456064945,837.7261454913424,839.3311157226562,2448100
2020-10-27,9504.T,1166.0505760913488,1174.8178736559455,1158.160008283212,1169.5574951171875,492600
2020-10-27,9505.T,703.2844930449376,703.2844930449376,690.1739965034873,698.6021728515625,225600
2020-10-27,9506.T,851.6777742973663,852.5630942290684,834.8566955950275,844.59521484375,1077800
2020-10-27,9507.T,676.5638061840915,679.1963501770258,670.4212035339117,674.8087768554688,223500
2020-10-27,9508.T,792.7346678323586,792.7346678323586,780.4442078659654,785.7115478515625,625800
2020-10-27,9509.T,396.55517578125,397.4523594368637,390.27489019195417,396.55517578125,846600
2020-10-27,9511.T,1412.3150634765625,1415.0206478893529,1399.689002883541,1412.3150634765625,98500
2020-10-27,9513.T,1246.401462890625,1247.217170654297,1220.298814453125,1223.5616455078125,850500
2020-10-27,^N225,23376.9609375,23485.80078125,23232.310546875,23485.80078125,52700000
2020-10-28,1417.T,1301.222175522805,1301.222175522805,1289.252983369507,1298.6573486328125,122500
2020-10-28,1514.T,107.4668944828094,108.32662963867188,107.4668944828094,108.32662963867188,74000
2020-10-28,1515.T,380.190622394759,380.190622394759,368.23234902225573,374.83001708984375,315000
2020-10-28,1605.T,416.14827006513224,417.1102870705258,404.84470480985493,407.32989501953125,9477900
2020-10-28,1662.T,279.1228978775991,279.1228978775991,271.8482971191406,271.8482971191406,556000
2020-10-28,1721.T,2297.516030844156,2300.048193993506,2263.7538555194806,2274.7265625,362400
2020-10-28,1930.T,801.8436495420598,821.248664353781,743.6285543473614,768.577880859375,22680
2020-10-28,1934.T,532.3898315429688,535.7540642857363,513.0454932720552,532.3898315429688,95700
2020-10-28,1938.T,2030.466508992077,2036.5561686163035,1993.9285512467184,2029.5965576171875,29500
2020-10-28,1939.T,300.34129101562496,300.74068103027344,299.0099990924075,299.5425109863281,15600
2020-10-28,1941.T,1747.7275312938698,1749.354838120028,1730.640809619209,1738.77734375,37200
2020-10-28,1942.T,677.0300056127495,682.1916066720588,671.0081377102218,676.1697387695312,435500
2020-10-28,1944.T,1485.3576030021384,1494.2466371314151,1466.6906313306572,1480.9130859375,521700
2020-10-28,1945.T,649.9337971504099,676.4279137221463,639.9985034360087,672.2882080078125,55700
2020-10-28,1946.T,570.6609497070312,571.4867976805581,564.8800138923435,570.6609497070312,36000
2020-10-28,1949.T,2080.5088016183036,2080.5088016183036,2040.6458119419644,2077.96435546875,24900
2020-10-28,1950.T,1797.676161289215,1810.0313239097595,1778.2609057426453,1807.3837890625,78500
2020-10-28,1951.T,1022.6844930571771,1030.9754090933113,1018.1244892373031,1026.4154052734375,376600
2020-10-28,1959.T,2514.126418111695,2519.3623634461865,2464.3849374340252,2480.0927734375,114100
2020-10-28,5019.T,352.5674746745163,352.5674746745163,349.4604180382953,351.095703125,5204000
2020-10-28,5020.T,296.2907481423649,296.6197060578059,293.3303276711198,295.2217102050781,16215500
2020-10-28,5021.T,626.9534181578841,628.5609910249556,618.5136606057588,622.5325927734375,372800
2020-10-28,9501.T,283.0,284.0,280.0,282.0,9160100
2020-10-28,9502.T,1015.8148125346613,1023.4018111345052,1013.7073129235936,1021.2943115234375,1503400
2020-10-28,9503.T,837.219364322448,837.5572799655766,829.6167263802491,836.1212158203125,2025600
2020-10-28,9504.T,1163.42050517068,1176.5714528553522,1162.543775325035,1174.8179931640625,527400
2020-10-28,9505.T,694.8563038145516,706.0938720703125,692.0469117506113,706.0938720703125,264000
2020-10-28,9506.T,836.6273453656365,845.4805447874951,832.2007456547072,842.8245849609375,925000
2020-10-28,9507.T,673.0537353515625,678.3188232421876,669.5436767578125,675.686279296875,210200
2020-10-28,9508.T,781.322039959142,785.7114896218338,776.0547003639118,783.0778198242188,592000
2020-10-28,9509.T,393.8636500271884,396.55520116632636,390.2749151750044,394.7608337402344,666200
2020-10-28,9511.T,1405.1001717091217,1417.7262323021432,1403.2964487672614,1412.3150634765625,96400
2020-10-28,9513.T,1228.4559757883956,1232.5345148846386,1192.564831741457,1203.9847412109375,1024100
2020-10-28,^N225,23372.609375,23451.029296875,23334.23046875,23418.509765625,67100000
2020-10-29,1417.T,1284.9779612290497,1298.6570346686137,1284.9779612290497,1294.38232421875,98300
2020-10-29,1514.T,107.4668944828094,108.32662963867188,106.60715932694693,108.32662963867188,125000
2020-10-29,1515.T,372.35589525340936,377.71650061143185,369.8817697035528,372.76824951171875,116000
2020-10-29,1605.T,399.313145195922,406.36785461217886,396.18662680610606,404.5240173339844,9159100
2020-10-29,1662.T,265.5225738225396,269.0017455014385,262.5178609697644,268.2110290527344,1021000
2020-10-29,1721.T,2243.496464909734,2259.533497578389,2233.367812697952,2248.560791015625,343800
2020-10-29,1930.T,769.2709595379345,780.3595330258423,765.8057581156652,777.58740234375,16440
2020-10-29,1934.T,517.2506466820126,534.9128638857886,517.2506466820126,529.8665161132812,47500
2020-10-29,1938.T,1997.4084742746745,2020.8971627787757,1939.9916801535385,2005.238037109375,27000
2020-10-29,1939.T,300.47445448401913,302.6045511081953,300.47445448401913,300.74072265625,12000
2020-10-29,1941.T,1708.6721872728924,1755.8640857785247,1708.6721872728924,1749.3548583984375,38100
2020-10-29,1942.T,672.7285574425377,683.0517578125,670.1477573500472,683.0517578125,277100
2020-10-29,1944.T,1472.9129964386586,1502.2468098861395,1472.9129964386586,1492.4688720703125,365500
2020-10-29,1945.T,668.9764434363454,673.944090293546,639.9985034360087,672.2882080078125,45200
2020-10-29,1946.T,569.8350595463219,573.9642991082517,565.705819984392,571.4867553710938,36000
2020-10-29,1949.T,2078.812266956676,2149.208602394214,2077.1159697172175,2127.15673828125,41200
2020-10-29,1950.T,1800.3236790707238,1833.859120151453,1793.2635862116229,1810.913818359375,86100
2020-10-29,1951.T,1008.1753578732106,1019.3680941653886,999.0553505240287,1013.564453125,676800
2020-10-29,1959.T,2460.894490131579,2491.4375068530703,2453.9132291666665,2487.07421875,89300
2020-10-29,5019.T,344.2274978554971,346.5168869101279,341.9381088008663,345.3721923828125,6894500
2020-10-29,5020.T,292.2612394015035,293.6592351335162,290.5343108784181,291.8500671386719,14377300
2020-10-29,5021.T,608.868271687561,618.9156029035273,604.4474459525358,618.11181640625,509000
2020-10-29,9501.T,279.0,280.0,277.0,279.0,10009900
2020-10-29,9502.T,1011.6000978591089,1017.5010984299537,1005.2775972474894,1014.5505981445312,1935000
2020-10-29,9503.T,826.2376835712689,830.1235067969352,821.338216647212,827.5892944335938,2604700
2020-10-29,9504.T,1161.666963213966,1179.2015588851202,1161.666963213966,1178.3248291015625,754400
2020-10-29,9505.T,692.9832704605594,698.6020537345639,691.1103427025579,696.7291259765625,237400
2020-10-29,9506.T,829.5448456459857,833.9714456761136,817.1503655616273,832.2008056640625,1467800
2020-10-29,9507.T,667.7887573242188,671.2988164954367,661.6461537745872,667.7887573242188,397100
2020-10-29,9508.T,776.054718632026,784.8336181640625,772.5431588192115,784.8336181640625,1046600
2020-10-29,9509.T,387.58331124441963,388.48049483526324,376.8171081542969,376.8171081542969,1181800
2020-10-29,9511.T,1401.4929076834633,1415.9226930907575,1392.4742918039042,1403.296630859375,165000
2020-10-29,9513.T,1180.329222049648,1202.3533333111136,1177.882098576152,1195.011962890625,768900
2020-10-29,^N225,23170.759765625,23374.099609375,23170.759765625,23331.939453125,57500000
2020-10-30,1417.T,1288.3980091426795,1288.3980091426795,1261.8947986029164,1267.87939453125,283400
2020-10-30,1514.T,108.32662353515624,108.32662353515624,106.60715332031249,107.46688842773438,128200
2020-10-30,1515.T,372.76821970385174,375.2423450558685,363.6964267464571,372.3558654785156,206000
2020-10-30,1605.T,400.8363243041,404.844687547141,392.0179251694098,394.4229431152344,8153500
2020-10-30,1662.T,267.262196198079,268.84362931167703,258.72246703695095,259.51318359375,1136000
2020-10-30,1721.T,2254.4692797094967,2254.4692797094967,2221.551158440807,2233.367919921875,372400
2020-10-30,1930.T,762.3404614679191,815.0112388986705,761.6473908604622,792.8340454101562,14520
2020-10-30,1934.T,536.5949798099579,536.5949798099579,525.6612263028584,529.8665161132812,55500
2020-10-30,1938.T,2048.735831124442,2048.735831124442,1956.5209699358259,1985.2293701171875,41500
2020-10-30,1939.T,303.8026750068086,303.8026750068086,299.6756286621094,299.6756286621094,26400
2020-10-30,1941.T,1759.1188818589696,1764.0008029002063,1711.926978460348,1724.9454345703125,32900
2020-10-30,1942.T,688.2134019795658,688.2134019795658,665.8464664152299,673.5888671875,595700
2020-10-30,1944.T,1528.0249543504785,1528.0249543504785,1447.13474443431,1454.2459716796875,727700
2020-10-30,1945.T,668.9764366292419,668.9764366292419,650.761731671515,664.8367309570312,58000
2020-10-30,1946.T,571.4867984017792,575.6160382746244,559.9249267578125,559.9249267578125,43500
2020-10-30,1949.T,2127.1571095168733,2155.9941676203716,2080.508927290626,2101.712646484375,32600
2020-10-30,1950.T,1800.323734085648,1815.3264318696952,1767.6708036144869,1787.0860595703125,54100
2020-10-30,1951.T,1011.9063820398953,1011.9063820398953,992.4227278179063,997.3972778320312,678400
2020-10-30,1959.T,2569.104042179262,2569.104042179262,2469.621073154657,2482.7109375,199100
2020-10-30,5019.T,348.9697943469709,350.60507927821715,343.0827835659649,344.22747802734375,6402500
2020-10-30,5020.T,293.65923477155025,294.15264650553263,286.9159996310386,288.3139953613281,21514000
2020-10-30,5021.T,618.1118251599763,628.5610497725637,608.4663870560496,610.8777465820312,415600
2020-10-30,9501.T,277.0,277.0,268.0,269.0,16955800
2020-10-30,9502.T,1004.8559001380441,1006.5418999704905,983.3594022743528,987.5744018554688,3089700
2020-10-30,9503.T,816.6922829296695,817.959389301062,798.2770139771724,803.260986328125,4934300
2020-10-30,9504.T,1157.2833070936313,1173.0644430994535,1149.3927390907202,1152.899658203125,1111900
2020-10-30,9505.T,692.0468051167942,703.2843716410182,688.3009496087195,697.6655883789062,529500
2020-10-30,9506.T,818.9209745659487,822.4622544559636,805.6411749783928,816.2650146484375,1927800
2020-10-30,9507.T,669.543775842545,673.9313497340426,655.5035393897524,659.89111328125,469300
2020-10-30,9508.T,781.3221378413509,782.2000278838693,766.3980071185387,769.0316772460938,1067000
2020-10-30,9509.T,376.8171296296296,377.71431327160496,361.56500771604937,363.359375,1398300
2020-10-30,9511.T,1403.296575307377,1403.296575307377,1368.1239747694672,1375.3388671875,277300
2020-10-30,9513.T,1186.8546726957281,1190.9332110898715,1148.5164117907802,1150.1478271484375,1224600
2020-10-30,^N225,23320.7109375,23320.7109375,22948.470703125,22977.130859375,76700000
2020-11-02,1417.T,1273.0088374682925,1293.5274486833625,1273.0088374682925,1284.97802734375,146700
2020-11-02,1514.T,104.02794647216797,106.60715175660188,103.16821137735666,104.02794647216797,270900
2020-11-02,1515.T,369.05704891772274,380.19061352194456,369.05704891772274,379.77825927734375,165000
2020-11-02,1605.T,392.01791124974557,405.6463457921703,392.01791124974557,400.0346374511719,5786800
2020-11-02,1662.T,260.4619912004796,265.364442793779,259.51314594841415,261.7271423339844,988500
2020-11-02,1721.T,2228.303858989918,2267.9744201158746,2221.5514230535846,2260.3779296875,403000
2020-11-02,1930.T,792.8342269001491,803.9228515625,784.5177837831561,803.9228515625,9720
2020-11-02,1934.T,533.2307867853896,550.0519472518057,528.1844386454648,534.9129028320312,110600
2020-11-02,1938.T,1986.9690937449725,2060.9149663230473,1982.6193365344975,2027.8568115234375,38700
2020-11-02,1939.T,312.9886214278884,316.05059501331357,307.66340546076424,312.4560852050781,45000
2020-11-02,1941.T,1749.3548036342108,1761.5596045897983,1729.8271221052707,1750.16845703125,53600
2020-11-02,1942.T,683.051779749341,707.9995147779694,683.051779749341,703.6981811523438,689300
2020-11-02,1944.T,1465.8017279177295,1500.4689610219089,1465.8017279177295,1480.9130859375,509800
2020-11-02,1945.T,670.6323227079788,678.0837929602897,660.697029038231,668.9764404296875,24500
2020-11-02,1946.T,569.8350642277644,577.2676955003005,562.4024329552284,569.0092163085938,42000
2020-11-02,1949.T,2101.712533331774,2150.9051592128244,2056.760651061159,2124.612548828125,46700
2020-11-02,1950.T,1787.0858430168678,1832.0939309150704,1787.0858430168678,1819.73876953125,67900
2020-11-02,1951.T,1011.0770860641795,1024.7570958387257,1011.0770860641795,1021.0261840820312,601400
2020-11-02,1959.T,2557.7593235415156,2581.321077801366,2511.508472586995,2559.504638671875,254200
2020-11-02,5019.T,347.33452394074004,350.60509394000303,345.0451349222435,346.680419921875,5988000
2020-11-02,5020.T,290.69874325255915,294.64598630501644,289.21853338187753,291.5210876464844,14268700
2020-11-02,5021.T,620.1213233132964,628.9629753631295,617.3080703883495,620.9251098632812,429800
2020-11-02,9501.T,271.0,285.0,271.0,283.0,17146100
2020-11-02,9502.T,1038.1541627398835,1061.3366552086995,1035.2036636983978,1049.1131591796875,3725300
2020-11-02,9503.T,809.5964971366237,822.4364667859579,805.203851518262,814.2425537109375,3848800
2020-11-02,9504.T,1157.2831859923247,1200.242940623858,1157.2831859923247,1199.3662109375,1371200
2020-11-02,9505.T,698.6021456537209,725.7596017180076,698.6021456537209,714.5220336914062,600800
2020-11-02,9506.T,823.3475353459644,840.1686140250755,818.9209356935668,833.9713745117188,1456500
2020-11-02,9507.T,660.7685302734375,681.8288818359375,660.7685302734375,680.0738525390625,431500
2020-11-02,9508.T,775.1768326492393,814.6818807457464,775.1768326492393,799.7577514648438,1588900
2020-11-02,9509.T,366.9480912668405,379.50866162805266,366.9480912668405,377.71429443359375,1150000
2020-11-02,9511.T,1375.3388079186343,1440.2728368826617,1357.301577650849,1402.3946533203125,497200
2020-11-02,9513.T,1183.5919386237508,1244.77001953125,1181.1448153874508,1244.77001953125,1825800
2020-11-02,^N225,23110.740234375,23370.91015625,23096.7890625,23295.48046875,69700000
2020-11-04,1417.T,1313.1912003903708,1324.3054488311748,1296.0923566352878,1314.046142578125,277400
2020-11-04,1514.T,104.88768460673671,106.6071548461914,104.88768460673671,106.6071548461914,126400
2020-11-04,1515.T,385.55119928931384,395.03534643760713,377.3041148125371,390.91180419921875,317000
2020-11-04,1605.T,410.45636288022814,423.28312422023527,409.65469029647767,421.6797790527344,9449800
2020-11-04,1662.T,267.2621680728997,270.1087522039685,263.94114923152745,267.7366027832031,1326500
2020-11-04,1721.T,2361.663871319245,2361.663871319245,2331.277917292264,2354.0673828125,998000
2020-11-04,1930.T,796.9924484586455,812.9323146860622,773.4292098803456,803.9228515625,11400
2020-11-04,1934.T,545.8467258710876,545.8467258710876,533.2308539326187,535.7540283203125,36400
2020-11-04,1938.T,2050.475821469938,2081.794077546696,1996.5388248933,2047.865966796875,42900
2020-11-04,1939.T,319.1125912998233,319.1125912998233,314.0536434706701,314.4530334472656,15000
2020-11-04,1941.T,1765.6278039913368,1769.6960708208098,1712.740335208186,1725.7587890625,136500
2020-11-04,1942.T,711.4407269877772,711.4407269877772,689.9340544669859,693.3751220703125,489900
2020-11-04,1944.T,1476.468522650544,1476.468522650544,1444.468000786956,1460.46826171875,551300
2020-11-04,1945.T,668.9764335546386,668.9764335546386,652.4176109419001,661.5249633789062,57100
2020-11-04,1946.T,567.3575530038444,573.1384887695312,559.924921305104,573.1384887695312,46000
2020-11-04,1949.T,2137.334437011153,2232.327078656093,2128.004802563882,2195.856689453125,49700
2020-11-04,1950.T,1833.8590655673174,1852.391808770837,1809.148741295958,1834.7415771484375,63200
2020-11-04,1951.T,1048.8009594569812,1049.2155052907585,1030.5609427707727,1033.0482177734375,809800
2020-11-04,1959.T,2551.6508517058,2578.7032376164975,2504.527340764585,2569.10400390625,186600
2020-11-04,5019.T,352.7310148054795,355.1839426204724,348.6428017804914,349.1333923339844,6096500
2020-11-04,5020.T,299.3333528313858,301.63590704555145,293.576942200013,294.3170471191406,24240700
2020-11-04,5021.T,639.0101941263155,643.0291261648458,623.3363591760474,625.3458251953125,737400
2020-11-04,9501.T,287.0,287.0,279.0,281.0,12118300
2020-11-04,9502.T,1055.8573726098455,1059.6508721521561,1022.1373766781936,1036.046875,2348500
2020-11-04,9503.T,825.3086599372695,826.153397562589,811.2015312826932,815.5941772460938,2359400
2020-11-04,9504.T,1194.1059414901,1195.8594010223908,1173.0644271026092,1184.4619140625,902500
2020-11-04,9505.T,721.0772705078125,724.8231264585024,708.9032386680702,721.0772705078125,478200
2020-11-04,9506.T,842.8246196325697,843.7099396111753,824.2329000818512,826.0035400390625,1038700
2020-11-04,9507.T,682.7063964843751,684.46142578125,673.0537353515625,675.686279296875,385600
2020-11-04,9508.T,804.1471291775173,805.9029089355469,790.1008911132812,790.1008911132812,1206400
2020-11-04,9509.T,384.89181496599593,384.89181496599593,374.1256103515625,374.1256103515625,899200
2020-11-04,9511.T,1411.413427563212,1446.5860305504102,1394.2780568771411,1415.0208740234375,251600
2020-11-04,9513.T,1267.6099511123286,1270.872782389323,1201.5376177531919,1203.9847412109375,1174200
2020-11-04,^N225,23619.580078125,23801.880859375,23505.779296875,23695.23046875,81600000
2020-11-05,1417.T,1332.854872861372,1334.5647572396422,1308.061549376459,1327.7252197265625,457000
2020-11-05,1514.T,104.88768310546875,107.46688842773438,104.88768310546875,107.46688842773438,149500
2020-11-05,1515.T,391.7365260378143,422.2507396449704,386.7882751825998,418.127197265625,468000
2020-11-05,1605.T,413.66311995314044,413.66311995314044,400.83635654374075,405.6463928222656,6911000
2020-11-05,1662.T,265.0482042543088,266.62963739632556,261.09462139926694,264.0993347167969,970500
2020-11-05,1721.T,2321.1496820730927,2352.379695977349,2311.0210289149554,2348.159423828125,650500
2020-11-05,1930.T,803.9228123295358,827.4860497579048,796.2993895911496,826.7930297851562,14400
2020-11-05,1934.T,538.2772314674735,560.1447439958397,528.1845333774584,555.939453125,81300
2020-11-05,1938.T,2047.8660805034792,2147.910515192477,2003.498548597924,2133.121337890625,51100
2020-11-05,1939.T,314.453079223166,315.51812744140625,310.99171517334315,315.51812744140625,7800
2020-11-05,1941.T,1730.6409664863804,1731.4546199732101,1711.1132828024722,1727.3863525390625,88300
2020-11-05,1942.T,693.3750540041456,701.9777221679688,686.4929194730871,701.9777221679688,425400
2020-11-05,1944.T,1464.0240911974877,1490.6911966837808,1460.4684771326488,1484.4688720703125,510800
2020-11-05,1945.T,662.3529287484976,688.8470458984375,653.2455759782057,688.8470458984375,107000
2020-11-05,1946.T,570.6608618129628,585.526123046875,570.6608618129628,585.526123046875,46500
2020-11-05,1949.T,2201.7942112868395,2327.3202294957964,2170.4127067346003,2295.090576171875,75300
2020-11-05,1950.T,1837.3892113562224,1897.4000021209788,1837.3892113562224,1889.4573974609375,74100
2020-11-05,1951.T,1033.8773938113532,1055.0192330592997,1029.731935135285,1050.459228515625,992400
2020-11-05,1959.T,2562.1228844420693,2611.864370958826,2531.579866405464,2602.26513671875,214000
2020-11-05,5019.T,347.82513295159066,351.25924161465855,343.90045872448746,351.095703125,6289500
2020-11-05,5020.T,294.3170940546362,296.86636704568923,290.86326218259643,296.3729553222656,18457600
2020-11-05,5021.T,625.7478259653427,628.9629721488512,613.2891345042473,626.1497192382812,655800
2020-11-05,9501.T,278.0,282.0,273.0,279.0,11943200
2020-11-05,9502.T,1030.5673354309156,1048.270332603962,1024.244836440542,1045.7413330078125,1413400
2020-11-05,9503.T,815.0027591331445,817.3680139068607,806.0485619331163,816.3543701171875,2030700
2020-11-05,9504.T,1180.0783917855526,1210.7639368914176,1179.201661925385,1209.88720703125,943200
2020-11-05,9505.T,712.6490930539934,722.9501968957725,705.1573811690631,722.0137329101562,511800
2020-11-05,9506.T,826.8887741641959,832.2006934843084,815.3796156372852,830.4300537109375,1228700
2020-11-05,9507.T,671.2987303733826,676.5638184547424,660.7685542106628,673.9312744140625,504200
2020-11-05,9508.T,789.2230251857212,790.9788049970354,776.0546766008649,786.58935546875,1234100
2020-11-05,9509.T,371.4340341062705,376.81713604983963,366.0509321627014,375.9199523925781,1185400
2020-11-05,9511.T,1420.431697503916,1440.2726481992088,1403.296330994345,1430.3521728515625,316600
2020-11-05,9513.T,1199.0904140868129,1208.8789072630318,1165.6463957347316,1179.513427734375,1689600
2020-11-05,^N225,23776.19921875,24112.419921875,23756.779296875,24105.279296875,78600000
2020-11-06,1417.T,1322.595566591753,1330.2900462939674,1314.0461447004036,1327.7252197265625,247100
2020-11-06,1514.T,107.4668944828094,108.32662963867188,106.60715932694693,108.32662963867188,215500
2020-11-06,1515.T,416.47775129838425,417.3024597167969,404.93183344060725,417.3024597167969,207000
2020-11-06,1605.T,400.83632008328715,408.05137384478627,397.6296295226208,406.4480285644531,5644900
2020-11-06,1662.T,266.471448023179,268.8435974121094,262.83414746733547,268.8435974121094,757000
2020-11-06,1721.T,2348.1592157988875,2395.4262596826898,2348.1592157988875,2385.297607421875,782200
2020-11-06,1930.T,825.4068339688771,837.1884765625,815.7043017882739,837.1884765625,16440
2020-11-06,1934.T,554.257250363424,554.257250363424,538.277147545662,552.5751342773438,57600
2020-11-06,1938.T,2151.390291457208,2151.390291457208,2035.6867294823564,2073.964599609375,41600
2020-11-06,1939.T,314.58620614746604,318.0475699845091,314.58620614746604,316.7162780761719,16800
2020-11-06,1941.T,1724.131812209547,1740.4048826409728,1686.7037502172682,1737.1502685546875,93700
2020-11-06,1942.T,706.2789813277191,709.7200482282195,701.1173809769684,703.6981811523438,376600
2020-11-06,1944.T,1480.9130018267394,1488.9131320887086,1475.5795816520933,1483.5797119140625,416600
2020-11-06,1945.T,697.1264741239492,707.8897094726562,684.7073564139026,707.8897094726562,51800
2020-11-06,1946.T,590.4813045213202,590.4813045213202,585.5262166512113,589.6554565429688,26000
2020-11-06,1949.T,2295.0905702559903,2388.3869349005427,2275.5831485575836,2345.13134765625,83400
2020-11-06,1950.T,1887.69234515251,1912.4026703812478,1868.2770896156444,1907.9901123046875,66300
2020-11-06,1951.T,1052.1174078755682,1066.626513185121,1045.8992198857597,1060.4083251953125,1055600
2020-11-06,1959.T,2604.883022168942,2631.0627510349614,2586.557211962728,2626.699462890625,110200
2020-11-06,5019.T,349.95103337759207,354.2027848855983,349.62398132754663,352.4039611816406,4537000
2020-11-06,5020.T,294.7282382653025,299.6623048381456,294.3170660508989,298.7577209472656,13016600
2020-11-06,5021.T,631.3742506068111,641.8234743596928,626.551531951635,637.4026489257812,538800
2020-11-06,9501.T,279.0,287.0,279.0,286.0,10512300
2020-11-06,9502.T,1044.8983544182938,1063.8658517756246,1044.4768544770197,1058.3863525390625,1383000
2020-11-06,9503.T,813.3133007962681,830.0390939327425,813.3133007962681,826.8291015625,2090900
2020-11-06,9504.T,1207.2568542215483,1220.407800345966,1206.3801244799204,1211.6405029296875,804500
2020-11-06,9505.T,722.0136644029126,734.1876950608087,719.2042727126288,726.6959838867188,301900
2020-11-06,9506.T,827.7741152741188,842.8245537336483,827.7741152741188,837.5126342773438,1099800
2020-11-06,9507.T,676.5638421482374,688.8490481016426,674.8088127263225,685.3389892578125,403200
2020-11-06,9508.T,783.955661960178,797.1240101453992,783.0777720811632,790.1008911132812,1067200
2020-11-06,9509.T,375.91991041299883,385.7889295407864,375.91991041299883,382.2001953125,872200
2020-11-06,9511.T,1423.1374465913755,1459.2119065810175,1423.1374465913755,1442.0765380859375,149800
2020-11-06,9513.T,1192.5647378448568,1210.5103084553814,1189.3019068247615,1197.458984375,1075100
2020-11-06,^N225,24076.220703125,24389.0,24039.16015625,24325.23046875,73200000
2020-11-09,1417.T,1333.7099534398992,1344.8242030518984,1314.0462810494391,1336.2747802734375,340200
2020-11-09,1514.T,108.32662963867188,108.32662963867188,106.60715932694693,108.32662963867188,123700
2020-11-09,1515.T,417.30251820882165,437.92023155905986,413.178975538774,435.44610595703125,239000
2020-11-09,1605.T,406.4479810180664,406.4479810180664,393.6212202758789,400.8362731933594,7729700
2020-11-09,1662.T,269.1599551005881,269.1599551005881,264.2575261256183,267.5785217285156,513000
2020-11-09,1721.T,2557.485093633202,2578.5864557918917,2526.255077638341,2540.60400390625,1209400
2020-11-09,1930.T,837.8816267348128,887.7802844063649,835.1094960062397,882.2360229492188,26160
2020-11-09,1934.T,555.0983922621783,571.9195556640625,544.1646360509536,571.9195556640625,65900
2020-11-09,1938.T,2117.4618771456635,2133.1210035994936,2063.524886026916,2082.663818359375,50300
2020-11-09,1939.T,317.3819864009131,319.3789367675781,314.58625588758196,319.3789367675781,14400
2020-11-09,1941.T,1756.6779778878674,1756.6779778878674,1713.5543406354093,1740.4049072265625,81800
2020-11-09,1942.T,706.2790699801808,706.2790699801808,692.5148006504818,700.2572021484375,459100
2020-11-09,1944.T,1507.5803316723473,1514.6915596519339,1494.2467792106224,1499.5802001953125,381400
2020-11-09,1945.T,703.7499260845229,703.7499260845229,683.0513988467429,690.5028686523438,51600
2020-11-09,1946.T,592.1330365467464,602.043212890625,586.3521003461506,602.043212890625,61000
2020-11-09,1949.T,2387.5389776923316,2393.4760195551544,2338.3463451146567,2356.157470703125,49500
2020-11-09,1950.T,1928.2876777388242,1947.7029312446612,1912.4024703249572,1937.11279296875,75900
2020-11-09,1951.T,1074.0883696132155,1086.9392918278081,1069.5283649564244,1083.6229248046875,952200
2020-11-09,1959.T,2631.062744140625,2639.7893204064317,2606.628330596367,2631.062744140625,92800
2020-11-09,5019.T,353.8756977924925,354.8568788671228,350.93220447354406,351.9133605957031,4749000
2020-11-09,5020.T,299.33341348220426,299.9090647003633,295.961795838624,298.9222412109375,11030800
2020-11-09,5021.T,640.6177457213477,642.6272116740495,632.1779887199999,641.8234252929688,412400
